"TAG","Volume  de recherche","TAG 1","TAG 2","TAG 3","TAG 4"
"prestataire","6600","A Supprimer","","",""
"prestataires","0","A Supprimer","","",""
"prestataires de service","3600","A Supprimer","","",""
"prestations","8100","A Supprimer","","",""
"preuve d'intérêt","0","A Supprimer","","",""
"preuve du travail","0","A Supprimer","","",""
"preuves de concept","0","A Supprimer","","",""
"prévoyance","9900","A Supprimer","","",""
"prise de décision","1300","A Supprimer","","",""
"privé","6600","A Supprimer","","",""
"privée","22200","A Supprimer","","",""
"prix","33100","A Supprimer","","",""
"Procédé industriel","90","A Supprimer","","",""
"process","22200","A Supprimer","","",""
"Processus de production","590","A Supprimer","","",""
"Processus documentaire","20","A Supprimer","","",""
"processus industriels","480","A Supprimer","","",""
"Processus industriels digitalisés","0","A Supprimer","","",""
"Processus opérationnels","20","A Supprimer","","",""
"processus orienté","0","A Supprimer","","",""
"Product  Information  Management","0","A Supprimer","","",""
"produits","14800","A Supprimer","","",""
"Produits intelligent","0","A Supprimer","","",""
"Produits intelligents","10","A Supprimer","","",""
"Produits pharmaceutiques","390","A Supprimer","","",""
"Profilage","60500","A Supprimer","","",""
"progiciel","4400","A Supprimer","","",""
"programmation","246000","A Supprimer","","",""
"programme","246000","A Supprimer","","",""
"programme de fidélité","720","A Supprimer","","",""
"Project success","40","A Supprimer","","",""
"projet","22200","A Supprimer","","",""
"Projet Cortex","0","A Supprimer","","",""
"projets","0","A Supprimer","","",""
"projets à la demande","0","A Supprimer","","",""
"Proof of Concept","2900","A Supprimer","","",""
"proof-of-stake","0","A Supprimer","","",""
"proof-of-work","0","A Supprimer","","",""
"property management","2400","A Supprimer","","",""
"Property Management Service","20","A Supprimer","","",""
"protection","14800","A Supprimer","","",""
"protection des applications","10","A Supprimer","","",""
"protection des systèmes","0","A Supprimer","","",""
"protection des terminaux","10","A Supprimer","","",""
"protection sociale","3600","A Supprimer","","",""
"protocole","12100","A Supprimer","","",""
"Prototypage","1300","A Supprimer","","",""
"public","368000","A Supprimer","","",""
"publicité","27100","A Supprimer","","",""
"publicité numérique","110","A Supprimer","","",""
"publique","2900","A Supprimer","","",""
"Puissance de calcul","110","A Supprimer","","",""
"qbits","90","A Supprimer","","",""
"qualité","60500","A Supprimer","","",""
"qualité de service","590","A Supprimer","","",""
"qualité des données","260","A Supprimer","","",""
"RA","27100","A Supprimer","","",""
"rachats","1300","A Supprimer","","",""
"RAD","14800","A Supprimer","","",""
"radar services","10","A Supprimer","","",""
"Raisonnement","5400","A Supprimer","","",""
"rationalisation","6600","A Supprimer","","",""
"Rationnalisation du SI","0","A Supprimer","","",""
"rayonnages intelligents","0","A Supprimer","","",""
"RCS","33100","A Supprimer","","",""
"RDS","18100","A Supprimer","","",""
"réalisation","1900","A Supprimer","","",""
"réalité augentée","0","A Supprimer","","",""
"réalité augmenté","8100","A Supprimer","","",""
"recette","201000","A Supprimer","","",""
"Recherche","60500","A Supprimer","","",""
"recherche opérationnelle","1000","A Supprimer","","",""
"re-consolidation","0","A Supprimer","","",""
"Recouvrement","5400","A Supprimer","","",""
"recrutement candidat","20","A Supprimer","","",""
"recueil d'information","0","A Supprimer","","",""
"réduction de la fraude","0","A Supprimer","","",""
"référencement","6600","A Supprimer","","",""
"référentiel","8100","A Supprimer","","",""
"Référentiels","8100","A Supprimer","","",""
"régie","4400","A Supprimer","","",""
"régie forfaitaire","0","A Supprimer","","",""
"réglements","49500","A Supprimer","","",""
"règles","0","A Supprimer","","",""
"règles sociales","110","A Supprimer","","",""
"régulation","5400","A Supprimer","","",""
"relation","9900","A Supprimer","","",""
"relation étendue","0","A Supprimer","","",""
"relations","0","A Supprimer","","",""
"Remote Manager","210","A Supprimer","","",""
"rémunération","12100","A Supprimer","","",""
"renseignement","9900","A Supprimer","","",""
"renseignements","0","A Supprimer","","",""
"rentes","3600","A Supprimer","","",""
"Réponses aux incidents","0","A Supprimer","","",""
"réseau campus","20","A Supprimer","","",""
"réseau de partenaires","170","A Supprimer","","",""
"réseau intelligent","40","A Supprimer","","",""
"Réseau social d'entreprise","0","A Supprimer","","",""
"réseaux d'entreprises","0","A Supprimer","","",""
"réseaux partenaires","0","A Supprimer","","",""
"réservation","8100","A Supprimer","","",""
"Responsabilité","9900","A Supprimer","","",""
"ressources","8100","A Supprimer","","",""
"ressources informatiques","140","A Supprimer","","",""
"ressources intelligentes","0","A Supprimer","","",""
"restauration","74000","A Supprimer","","",""
"Retour sur investissement","2400","A Supprimer","","",""
"retours terrain","0","A Supprimer","","",""
"retrait intelligent","0","A Supprimer","","",""
"revalorisation des contrats","0","A Supprimer","","",""
"REX","22200","A Supprimer","","",""
"Risque","0","A Supprimer","","",""
"Risques","0","A Supprimer","","",""
"RM","33100","A Supprimer","","",""
"ROI-by-Design","0","A Supprimer","","",""
"Rôle du DSI","0","A Supprimer","","",""
"Run","33100","A Supprimer","","",""
"RV","4400","A Supprimer","","",""
"salariés","8100","A Supprimer","","",""
"santé numérique","260","A Supprimer","","",""
"SAQUARANCE","0","A Supprimer","","",""
"Sauvegarde","8100","A Supprimer","","",""
"savoir-faire","0","A Supprimer","","",""
"savoirs","22200","A Supprimer","","",""
"SCA","9900","A Supprimer","","",""
"science cognitive","2900","A Supprimer","","",""
"Score","27100","A Supprimer","","",""
"score de suspicion","0","A Supprimer","","",""
"sécurisation","1600","A Supprimer","","",""
"sécuriser","2400","A Supprimer","","",""
"Segmentation","6600","A Supprimer","","",""
"Sélection","0","A Supprimer","","",""
"Selection Process","40","A Supprimer","","",""
"self-service","0","A Supprimer","","",""
"sensibilisation","3600","A Supprimer","","",""
"séries","22200","A Supprimer","","",""
"serveur","18100","A Supprimer","","",""
"serveur vocal","210","A Supprimer","","",""
"Serveurs","0","A Supprimer","","",""
"service","27100","A Supprimer","","",""
"service aux citoyens","20","A Supprimer","","",""
"service design thinking","20","A Supprimer","","",""
"services","0","A Supprimer","","",""
"services au citoyen","0","A Supprimer","","",""
"services avancés","0","A Supprimer","","",""
"services cognitifs","10","A Supprimer","","",""
"Services de contenu","0","A Supprimer","","",""
"services d'essais","0","A Supprimer","","",""
"services d'impression","0","A Supprimer","","",""
"services et grand public","0","A Supprimer","","",""
"Services et grands publics","0","A Supprimer","","",""
"services généraux","1900","A Supprimer","","",""
"services informatiques","2400","A Supprimer","","",""
"services informatiques en réseau","0","A Supprimer","","",""
"Services liés au HRM","0","A Supprimer","","",""
"services numériques","720","A Supprimer","","",""
"Services technologiques","30","A Supprimer","","",""
"ServiceWatch","10","A Supprimer","","",""
"servicisation","90","A Supprimer","","",""
"Short-list","0","A Supprimer","","",""
"signature","33100","A Supprimer","","",""
"silicium","18100","A Supprimer","","",""
"simulation","22200","A Supprimer","","",""
"single-tenant","0","A Supprimer","","",""
"Snowball","3600","A Supprimer","","",""
"social","14800","A Supprimer","","",""
"Software providers","10","A Supprimer","","",""
"Software users","10","A Supprimer","","",""
"solution","12100","A Supprimer","","",""
"solution analytique","70","A Supprimer","","",""
"solution application","10","A Supprimer","","",""
"solutions","0","A Supprimer","","",""
"solutions d'accueil","0","A Supprimer","","",""
"solutions de gestion","50","A Supprimer","","",""
"solutions informatiques","480","A Supprimer","","",""
"solutions logicielles","170","A Supprimer","","",""
"Solutions verticales","0","A Supprimer","","",""
"sons","27100","A Supprimer","","",""
"sortie de crise","390","A Supprimer","","",""
"source de données","140","A Supprimer","","",""
"Sourcing","6600","A Supprimer","","",""
"sourcing informatique","10","A Supprimer","","",""
"souscription","2900","A Supprimer","","",""
"soutions","0","A Supprimer","","",""
"souveraineté des données","0","A Supprimer","","",""
"spécificités","4400","A Supprimer","","",""
"standard","22200","A Supprimer","","",""
"Start-up","0","A Supprimer","","",""
"stockage","8100","A Supprimer","","",""
"stockage centralisé de l'information","0","A Supprimer","","",""
"stratégie des données","0","A Supprimer","","",""
"Stratégies","0","A Supprimer","","",""
"succès","8100","A Supprimer","","",""
"suivi de projet","880","A Supprimer","","",""
"supervision","8100","A Supprimer","","",""
"Support","18100","A Supprimer","","",""
"supraconducteurs","1600","A Supprimer","","",""
"sur mesure","9900","A Supprimer","","",""
"surveillance","5400","A Supprimer","","",""
"Survey","5400","A Supprimer","","",""
"syndication","2900","A Supprimer","","",""
"système","9900","A Supprimer","","",""
"système de fichiers","390","A Supprimer","","",""
"systèmes","9900","A Supprimer","","",""
"systèmes avioniques","50","A Supprimer","","",""
"systèmes complexes","90","A Supprimer","","",""
"systèmes convergents","0","A Supprimer","","",""
"systèmes de production","110","A Supprimer","","",""
"systèmes décisionnels","70","A Supprimer","","",""
"systèmes hébergés","0","A Supprimer","","",""
"systèmes militaires","0","A Supprimer","","",""
"tableau de board","40","A Supprimer","","",""
"Tata conseil services","0","A Supprimer","","",""
"Taux journaliers moyens","0","A Supprimer","","",""
"Taxi","110000","A Supprimer","","",""
"Taxonomie","8100","A Supprimer","","",""
"TCS Refresh","0","A Supprimer","","",""
"TCS RET","0","A Supprimer","","",""
"TDM","14800","A Supprimer","","",""
"team competency camp","0","A Supprimer","","",""
"Tech Mahindra","480","A Supprimer","","",""
"technologie industrielle","70","A Supprimer","","",""
"technologies de l'information","0","A Supprimer","","",""
"technologies immersives","70","A Supprimer","","",""
"Télémétrie","8100","A Supprimer","","",""
"télé-suivi","0","A Supprimer","","",""
"télétransmission","2900","A Supprimer","","",""
"Témoignages","12100","A Supprimer","","",""
"Temps et présence","0","A Supprimer","","",""
"terminaux mobiles","260","A Supprimer","","",""
"testing","550000","A Supprimer","","",""
"Tests","0","A Supprimer","","",""
"TIC","33100","A Supprimer","","",""
"tickets","12100","A Supprimer","","",""
"Time series","1000","A Supprimer","","",""
"time-to-market","0","A Supprimer","","",""
"TJM","3600","A Supprimer","","",""
"Token","8100","A Supprimer","","",""
"tokenisation","1600","A Supprimer","","",""
"Tokens","0","A Supprimer","","",""
"Tools","14800","A Supprimer","","",""
"trading","40500","A Supprimer","","",""
"Trading de données","0","A Supprimer","","",""
"traduction","24900000","A Supprimer","","",""
"training center","390","A Supprimer","","",""
"Training Management System","40","A Supprimer","","",""
"Traitement","18100","A Supprimer","","",""
"traitement des cartes","0","A Supprimer","","",""
"traitement des données","320","A Supprimer","","",""
"transaction","6600","A Supprimer","","",""
"transactions","0","A Supprimer","","",""
"transcanal","110","A Supprimer","","",""
"transparence","6600","A Supprimer","","",""
"transport ferroviaire","1300","A Supprimer","","",""
"Transport market","10","A Supprimer","","",""
"transport public","1300","A Supprimer","","",""
"Transports","0","A Supprimer","","",""
"travail numérique","110","A Supprimer","","",""
"travaux","18100","A Supprimer","","",""
"tri automatique","10","A Supprimer","","",""
"Usine","18100","A Supprimer","","",""
"usines","0","A Supprimer","","",""
"utilisateurs finaux","0","A Supprimer","","",""
"utilité publique","880","A Supprimer","","",""
"utilities","2400","A Supprimer","","",""
"utilities sector","110","A Supprimer","","",""
"valeur","22200","A Supprimer","","",""
"validation","5400","A Supprimer","","",""
"valorisation des activités","0","A Supprimer","","",""
"Value Realization Method","0","A Supprimer","","",""
"vendors","1900","A Supprimer","","",""
"vérifications des écritures","0","A Supprimer","","",""
"Verticalisation","6600","A Supprimer","","",""
"verticaux","22200","A Supprimer","","",""
"video","301000","A Supprimer","","",""
"vie privée","2900","A Supprimer","","",""
"virus","0","A Supprimer","","",""
"voyages professionnels","40","A Supprimer","","",""
"wearable","1300","A Supprimer","","",""
"X3","12100","A Supprimer","","",""
"Méthodologie","8100","A Supprimer","","",""
"optimisation de processus","50","A Supprimer","","",""
"optimisation des processus","90","A Supprimer","","",""
